monster_id,action_type,action_name,damage_type,attack_bonus,damage_dice,dc_type,dc_value,multi_attack,multi_attack_descrip,descrip
homunculus,special_abilities,Telepathic Bond,,,,,,,,"While the homunculus is on the same plane of existence as its master, it can magically convey what it senses to its master, and the two can communicate telepathically."
horned-devil,special_abilities,Devil's Sight,,,,,,,,Magical darkness doesn't impede the devil's darkvision.
horned-devil,special_abilities,Magic Resistance,,,,,,,,The devil has advantage on saving throws against spells and other magical effects.
hunter-shark,special_abilities,Blood Frenzy,,,,,,,,The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.
hunter-shark,special_abilities,Water Breathing,,,,,,,,The shark can breathe only underwater.
hydra,special_abilities,Hold Breath,,,,,,,,The hydra can hold its breath for 1 hour.
hydra,special_abilities,Multiple Heads,,,,,,,,"The hydra has five heads. While it has more than one head, the hydra has advantage on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.
Whenever the hydra takes 25 or more damage in a single turn, one of its heads dies. If all its heads die, the hydra dies.
At the end of its turn, it grows two heads for each of its heads that died since its last turn, unless it has taken fire damage since its last turn. The hydra regains 10 hit points for each head regrown in this way."
hydra,special_abilities,Reactive Heads,,,,,,,,"For each head the hydra has beyond one, it gets an extra reaction that can be used only for opportunity attacks."
hydra,special_abilities,Wakeful,,,,,,,,"While the hydra sleeps, at least one of its heads is awake."
hyena,special_abilities,Pack Tactics,,,,,,,,The hyena has advantage on an attack roll against a creature if at least one of the hyena's allies is within 5 ft. of the creature and the ally isn't incapacitated.
ice-devil,special_abilities,Devil's Sight,,,,,,,,Magical darkness doesn't impede the devil's darkvision.
ice-devil,special_abilities,Magic Resistance,,,,,,,,The devil has advantage on saving throws against spells and other magical effects.
ice-mephit,special_abilities,Death Burst,Slashing,,1d8,DEX,10.0,,,"When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 ft. of it must make a DC 10 Dexterity saving throw, taking 4 (1d8) slashing damage on a failed save, or half as much damage on a successful one."
ice-mephit,special_abilities,False Appearance,,,,,,,,"While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice."
ice-mephit,special_abilities,Innate Spellcasting,,,,,,,,"The mephit can innately cast fog cloud, requiring no material components. Its innate spellcasting ability is Charisma."
imp,special_abilities,Shapechanger,,,,,,,,"The imp can use its action to polymorph into a beast form that resembles a rat (speed 20 ft.), a raven (20 ft., fly 60 ft.), or a spider (20 ft., climb 20 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies."
imp,special_abilities,Devil's Sight,,,,,,,,Magical darkness doesn't impede the imp's darkvision.
imp,special_abilities,Magic Resistance,,,,,,,,The imp has advantage on saving throws against spells and other magical effects.
invisible-stalker,special_abilities,Invisibility,,,,,,,,The stalker is invisible.
invisible-stalker,special_abilities,Faultless Tracker,,,,,,,,The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.
iron-golem,special_abilities,Fire Absorption,,,,,,,,"Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt."
iron-golem,special_abilities,Immutable Form,,,,,,,,The golem is immune to any spell or effect that would alter its form.
iron-golem,special_abilities,Magic Resistance,,,,,,,,The golem has advantage on saving throws against spells and other magical effects.
iron-golem,special_abilities,Magic Weapons,,,,,,,,The golem's weapon attacks are magical.
jackal,special_abilities,Keen Hearing and Smell,,,,,,,,The jackal has advantage on Wisdom (Perception) checks that rely on hearing or smell.
jackal,special_abilities,Pack Tactics,,,,,,,,The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 ft. of the creature and the ally isn't incapacitated.
killer-whale,special_abilities,Echolocation,,,,,,,,The whale can't use its blindsight while deafened.
killer-whale,special_abilities,Hold Breath,,,,,,,,The whale can hold its breath for 30 minutes
killer-whale,special_abilities,Keen Hearing,,,,,,,,The whale has advantage on Wisdom (Perception) checks that rely on hearing.
knight,special_abilities,Brave,,,,,,,,The knight has advantage on saving throws against being frightened.
kobold,special_abilities,Sunlight Sensitivity,,,,,,,,"While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight."
kobold,special_abilities,Pack Tactics,,,,,,,,The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 ft. of the creature and the ally isn't incapacitated.
kraken,special_abilities,Amphibious,,,,,,,,The kraken can breathe air and water.
kraken,special_abilities,Freedom of Movement,,,,,,,,"The kraken ignores difficult terrain, and magical effects can't reduce its speed or cause it to be restrained. It can spend 5 feet of movement to escape from nonmagical restraints or being grappled."
kraken,special_abilities,Siege Monster,,,,,,,,The kraken deals double damage to objects and structures.
lamia,special_abilities,Innate Spellcasting,,,,,,,,"The lamia's innate spellcasting ability is Charisma (spell save DC 13). It can innately cast the following spells, requiring no material components. At will: disguise self (any humanoid form), major image 3/day each: charm person, mirror image, scrying, suggestion 1/day: geas"
lemure,special_abilities,Devil's Sight,,,,,,,,Magical darkness doesn't impede the lemure's darkvision.
lemure,special_abilities,Hellish Rejuvenation,,,,,,,,A lemure that dies in the Nine Hells comes back to life with all its hit points in 1d10 days unless it is killed by a good-aligned creature with a bless spell cast on that creature or its remains are sprinkled with holy water.
lich,special_abilities,Legendary Resistance,,,,,,,,"If the lich fails a saving throw, it can choose to succeed instead."
lich,special_abilities,Rejuvenation,,,,,,,,"If it has a phylactery, a destroyed lich gains a new body in 1d10 days, regaining all its hit points and becoming active again. The new body appears within 5 feet of the phylactery."
lich,special_abilities,Spellcasting,,,,,,,,"The lich is an 18th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 20, +12 to hit with spell attacks). The lich has the following wizard spells prepared:

- Cantrips (at will): mage hand, prestidigitation, ray of frost
- 1st level (4 slots): detect magic, magic missile, shield, thunderwave
- 2nd level (3 slots): acid arrow, detect thoughts, invisibility, mirror image
- 3rd level (3 slots): animate dead, counterspell, dispel magic, fireball
- 4th level (3 slots): blight, dimension door
- 5th level (3 slots): cloudkill, scrying
- 6th level (1 slot): disintegrate, globe of invulnerability
- 7th level (1 slot): finger of death, plane shift
- 8th level (1 slot): dominate monster, power word stun
- 9th level (1 slot): power word kill"
lich,special_abilities,Turn Resistance,,,,,,,,The lich has advantage on saving throws against any effect that turns undead.
lion,special_abilities,Keen Smell,,,,,,,,The lion has advantage on Wisdom (Perception) checks that rely on smell.
lion,special_abilities,Pack Tactics,,,,,,,,The lion has advantage on an attack roll against a creature if at least one of the lion's allies is within 5 ft. of the creature and the ally isn't incapacitated.
lion,special_abilities,Pounce,,,,STR,13.0,,,"If the lion moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 13 Strength saving throw or be knocked prone. If the target is prone, the lion can make one bite attack against it as a bonus action."
lion,special_abilities,Running Leap,,,,,,,,"With a 10-foot running start, the lion can long jump up to 25 ft.."
lizardfolk,special_abilities,Hold Breath,,,,,,,,The lizardfolk can hold its breath for 15 minutes.
mage,special_abilities,Spellcasting,,,,,,,,"The mage is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 14, +6 to hit with spell attacks). The mage has the following wizard spells prepared:

- Cantrips (at will): fire bolt, light, mage hand, prestidigitation
- 1st level (4 slots): detect magic, mage armor, magic missile, shield
- 2nd level (3 slots): misty step, suggestion
- 3rd level (3 slots): counterspell, fireball, fly
- 4th level (3 slots): greater invisibility, ice storm
- 5th level (1 slot): cone of cold"
magma-mephit,special_abilities,Death Burst,Fire,,2d6,DEX,11.0,,,"When the mephit dies, it explodes in a burst of lava. Each creature within 5 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one."
magma-mephit,special_abilities,False Appearance,,,,,,,,"While the mephit remains motionless, it is indistinguishable from an ordinary mound of magma."
magma-mephit,special_abilities,Innate Spellcasting,,,,,,,,"The mephit can innately cast heat metal (spell save DC 10), requiring no material components. Its innate spellcasting ability is Charisma."
magmin,special_abilities,Death Burst,Fire,,2d6,DEX,11.0,,,"When the magmin dies, it explodes in a burst of fire and magma. Each creature within 10 ft. of it must make a DC 11 Dexterity saving throw, taking 7 (2d6) fire damage on a failed save, or half as much damage on a successful one. Flammable objects that aren't being worn or carried in that area are ignited."
magmin,special_abilities,Ignited Illumination,,,,,,,,"As a bonus action, the magmin can set itself ablaze or extinguish its flames. While ablaze, the magmin sheds bright light in a 10-foot radius and dim light for an additional 10 ft."
mammoth,special_abilities,Trampling Charge,,,,,,,,"If the mammoth moves at least 20 ft. straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 18 Strength saving throw or be knocked prone. If the target is prone, the mammoth can make one stomp attack against it as a bonus action."
manticore,special_abilities,Tail Spike Regrowth,,,,,,,,The manticore has twenty-four tail spikes. Used spikes regrow when the manticore finishes a long rest.
marilith,special_abilities,Magic Resistance,,,,,,,,The marilith has advantage on saving throws against spells and other magical effects.
marilith,special_abilities,Magic Weapons,,,,,,,,The marilith's weapon attacks are magical.
marilith,special_abilities,Reactive,,,,,,,,The marilith can take one reaction on every turn in combat.
mastiff,special_abilities,Keen Hearing and Smell,,,,,,,,The mastiff has advantage on Wisdom (Perception) checks that rely on hearing or smell.
medusa,special_abilities,Petrifying Gaze,,,,CON,14.0,,,"When a creature that can see the medusa's eyes starts its turn within 30 ft. of the medusa, the medusa can force it to make a DC 14 Constitution saving throw if the medusa isn't incapacitated and can see the creature. If the saving throw fails by 5 or more, the creature is instantly petrified. Otherwise, a creature that fails the save begins to turn to stone and is restrained. The restrained creature must repeat the saving throw at the end of its next turn, becoming petrified on a failure or ending the effect on a success. The petrification lasts until the creature is freed by the greater restoration spell or other magic.
Unless surprised, a creature can avert its eyes to avoid the saving throw at the start of its turn. If the creature does so, it can't see the medusa until the start of its next turn, when it can avert its eyes again. If the creature looks at the medusa in the meantime, it must immediately make the save.
If the medusa sees itself reflected on a polished surface within 30 ft. of it and in an area of bright light, the medusa is, due to its curse, affected by its own gaze."
merfolk,special_abilities,Amphibious,,,,,,,,The merfolk can breathe air and water.
merrow,special_abilities,Amphibious,,,,,,,,The merrow can breathe air and water.
mimic,special_abilities,Shapechanger,,,,,,,,"The mimic can use its action to polymorph into an object or back into its true, amorphous form. Its statistics are the same in each form. Any equipment it is wearing or carrying isn 't transformed. It reverts to its true form if it dies."
mimic,special_abilities,Adhesive (Object Form Only),,,,,,,,The mimic adheres to anything that touches it. A Huge or smaller creature adhered to the mimic is also grappled by it (escape DC 13). Ability checks made to escape this grapple have disadvantage.
mimic,special_abilities,False Appearance (Object Form Only),,,,,,,,"While the mimic remains motionless, it is indistinguishable from an ordinary object."
mimic,special_abilities,Grappler,,,,,,,,The mimic has advantage on attack rolls against any creature grappled by it.
minotaur,special_abilities,Charge,,,,,,,,"If the minotaur moves at least 10 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 ft. away and knocked prone."
minotaur,special_abilities,Labyrinthine Recall,,,,,,,,The minotaur can perfectly recall any path it has traveled.
minotaur,special_abilities,Reckless,,,,,,,,"At the start of its turn, the minotaur can gain advantage on all melee weapon attack rolls it makes during that turn, but attack rolls against it have advantage until the start of its next turn."
minotaur-skeleton,special_abilities,Charge,,,,,,,,"If the skeleton moves at least 10 feet straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be pushed up to 10 feet away and knocked prone."
mule,special_abilities,Beast of Burden,,,,,,,,The mule is considered to be a Large animal for the purpose of determining its carrying capacity.
mule,special_abilities,Sure-Footed,,,,,,,,The mule has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.
mummy-lord,special_abilities,Magic Resistance,,,,,,,,The mummy lord has advantage on saving throws against spells and other magical effects.
mummy-lord,special_abilities,Rejuvenation,,,,,,,,"A destroyed mummy lord gains a new body in 24 hours if its heart is intact, regaining all its hit points and becoming active again. The new body appears within 5 feet of the mummy lord's heart."
mummy-lord,special_abilities,Spellcasting,,,,,,,,"The mummy lord is a 10th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 17, +9 to hit with spell attacks). The mummy lord has the following cleric spells prepared:

- Cantrips (at will): sacred flame, thaumaturgy
- 1st level (4 slots): command, guiding bolt, shield of faith
- 2nd level (3 slots): hold person, silence, spiritual weapon
- 3rd level (3 slots): animate dead, dispel magic
- 4th level (3 slots): divination, guardian of faith
- 5th level (2 slots): contagion, insect plague
- 6th level (1 slot): harm"
nalfeshnee,special_abilities,Magic Resistance,,,,,,,,The nalfeshnee has advantage on saving throws against spells and other magical effects.
night-hag,special_abilities,Innate Spellcasting,,,,,,,,"The hag's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). She can innately cast the following spells, requiring no material components:

At will: detect magic, magic missile
2/day each: plane shift (self only), ray of enfeeblement, sleep"
night-hag,special_abilities,Magic Resistance,,,,,,,,The hag has advantage on saving throws against spells and other magical effects.
night-hag,special_abilities,Night Hag Items,,,,,,,,"A night hag carries two very rare magic items that she must craft for herself If either object is lost, the night hag will go to great lengths to retrieve it, as creating a new tool takes time and effort.
Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.
Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting, the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time, and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag)."
nightmare,special_abilities,Confer Fire Resistance,,,,,,,,The nightmare can grant resistance to fire damage to anyone riding it.
nightmare,special_abilities,Illumination,,,,,,,,The nightmare sheds bright light in a 10-foot radius and dim light for an additional 10 feet.
ochre-jelly,special_abilities,Amorphous,,,,,,,,The jelly can move through a space as narrow as 1 inch wide without squeezing.
ochre-jelly,special_abilities,Spider Climb,,,,,,,,"The jelly can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check."
octopus,special_abilities,Hold Breath,,,,,,,,"While out of water, the octopus can hold its breath for 30 minutes."
octopus,special_abilities,Underwater Camouflage,,,,,,,,The octopus has advantage on Dexterity (Stealth) checks made while underwater.
octopus,special_abilities,Water Breathing,,,,,,,,The octopus can breathe only underwater.
ogre-zombie,special_abilities,Undead Fortitude,,,,,,,,"If damage reduces the zombie to 0 hit points, it must make a Constitution saving throw with a DC of 5+the damage taken, unless the damage is radiant or from a critical hit. On a success, the zombie drops to 1 hit point instead."
oni,special_abilities,Innate Spellcasting,,,,,,,,"The oni's innate spellcasting ability is Charisma (spell save DC 13). The oni can innately cast the following spells, requiring no material components:

At will: darkness, invisibility
1/day each: charm person, cone of cold, gaseous form, sleep"
oni,special_abilities,Magic Weapons,,,,,,,,The oni's weapon attacks are magical.
oni,special_abilities,Regeneration,,,,,,,,The oni regains 10 hit points at the start of its turn if it has at least 1 hit point.
orc,special_abilities,Aggressive,,,,,,,,"As a bonus action, the orc can move up to its speed toward a hostile creature that it can see."
otyugh,special_abilities,Limited Telepathy,,,,,,,,The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.
owl,special_abilities,Flyby,,,,,,,,The owl doesn't provoke opportunity attacks when it flies out of an enemy's reach.
owl,special_abilities,Keen Hearing and Sight,,,,,,,,The owl has advantage on Wisdom (Perception) checks that rely on hearing or sight.
owlbear,special_abilities,Keen Sight and Smell,,,,,,,,The owlbear has advantage on Wisdom (Perception) checks that rely on sight or smell.
panther,special_abilities,Keen Smell,,,,,,,,The panther has advantage on Wisdom (Perception) checks that rely on smell.
panther,special_abilities,Pounce,,,,STR,12.0,,,"If the panther moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 12 Strength saving throw or be knocked prone. If the target is prone, the panther can make one bite attack against it as a bonus action."
phase-spider,special_abilities,Ethereal Jaunt,,,,,,,,"As a bonus action, the spider can magically shift from the Material Plane to the Ethereal Plane, or vice versa."
phase-spider,special_abilities,Spider Climb,,,,,,,,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check."
phase-spider,special_abilities,Web Walker,,,,,,,,The spider ignores movement restrictions caused by webbing.
pit-fiend,special_abilities,Fear Aura,,,,WIS,21.0,,,"Any creature hostile to the pit fiend that starts its turn within 20 feet of the pit fiend must make a DC 21 Wisdom saving throw, unless the pit fiend is incapacitated. On a failed save, the creature is frightened until the start of its next turn. If a creature's saving throw is successful, the creature is immune to the pit fiend's Fear Aura for the next 24 hours."
pit-fiend,special_abilities,Magic Resistance,,,,,,,,The pit fiend has advantage on saving throws against spells and other magical effects.
pit-fiend,special_abilities,Magic Weapons,,,,,,,,The pit fiend's weapon attacks are magical.
pit-fiend,special_abilities,Innate Spellcasting,,,,,,,,"The pit fiend's spellcasting ability is Charisma (spell save DC 21). The pit fiend can innately cast the following spells, requiring no material components:
At will: detect magic, fireball
3/day each: hold monster, wall of fire"
planetar,special_abilities,Angelic Weapons,,,,,,,,"The planetar's weapon attacks are magical. When the planetar hits with any weapon, the weapon deals an extra 5d8 radiant damage (included in the attack)."
planetar,special_abilities,Divine Awareness,,,,,,,,The planetar knows if it hears a lie.
planetar,special_abilities,Innate Spellcasting,,,,,,,,"The planetar's spellcasting ability is Charisma (spell save DC 20). The planetar can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, flame strike, raise dead
1/day each: commune, control weather, insect plague"
planetar,special_abilities,Magic Resistance,,,,,,,,The planetar has advantage on saving throws against spells and other magical effects.
plesiosaurus,special_abilities,Hold Breath,,,,,,,,The plesiosaurus can hold its breath for 1 hour.
polar-bear,special_abilities,Keen Smell,,,,,,,,The bear has advantage on Wisdom (Perception) checks that rely on smell.
priest,special_abilities,Divine Eminence,,,,,,,,"As a bonus action, the priest can expend a spell slot to cause its melee weapon attacks to magically deal an extra 10 (3d6) radiant damage to a target on a hit. This benefit lasts until the end of the turn. If the priest expends a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each level above 1st."
priest,special_abilities,Spellcasting,,,,,,,,"The priest is a 5th-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 13, +5 to hit with spell attacks). The priest has the following cleric spells prepared:

- Cantrips (at will): light, sacred flame, thaumaturgy
- 1st level (4 slots): cure wounds, guiding bolt, sanctuary
- 2nd level (3 slots): lesser restoration, spiritual weapon
- 3rd level (2 slots): dispel magic, spirit guardians"
pseudodragon,special_abilities,Keen Senses,,,,,,,,"The pseudodragon has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell."
pseudodragon,special_abilities,Magic Resistance,,,,,,,,The pseudodragon has advantage on saving throws against spells and other magical effects.
pseudodragon,special_abilities,Limited Telepathy,,,,,,,,"The pseudodragon can magically communicate simple ideas, emotions, and images telepathically with any creature within 100 ft. of it that can understand a language."
purple-worm,special_abilities,Tunneler,,,,,,,,The worm can burrow through solid rock at half its burrow speed and leaves a 10-foot-diameter tunnel in its wake.
quasit,special_abilities,Shapechanger,,,,,,,,"The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form . Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed . It reverts to its true form if it dies."
quasit,special_abilities,Magic Resistance,,,,,,,,The quasit has advantage on saving throws against spells and other magical effects.
quipper,special_abilities,Blood Frenzy,,,,,,,,The quipper has advantage on melee attack rolls against any creature that doesn't have all its hit points.
quipper,special_abilities,Water Breathing,,,,,,,,The quipper can breathe only underwater.
rakshasa,special_abilities,Limited Magic Immunity,,,,,,,,The rakshasa can't be affected or detected by spells of 6th level or lower unless it wishes to be. It has advantage on saving throws against all other spells and magical effects.
rakshasa,special_abilities,Innate Spellcasting,,,,,,,,"The rakshasa's innate spellcasting ability is Charisma (spell save DC 18, +10 to hit with spell attacks). The rakshasa can innately cast the following spells, requiring no material components:

At will: detect thoughts, disguise self, mage hand, minor illusion
3/day each: charm person, detect magic, invisibility, major image, suggestion
1/day each: dominate person, fly, plane shift, true seeing"
rat,special_abilities,Keen Smell,,,,,,,,The rat has advantage on Wisdom (Perception) checks that rely on smell.
raven,special_abilities,Mimicry,,,,,,,,"The raven can mimic simple sounds it has heard, such as a person whispering, a baby crying, or an animal chittering. A creature that hears the sounds can tell they are imitations with a successful DC 10 Wisdom (Insight) check."
reef-shark,special_abilities,Pack Tactics,,,,,,,,The shark has advantage on an attack roll against a creature if at least one of the shark's allies is within 5 ft. of the creature and the ally isn't incapacitated.
reef-shark,special_abilities,Water Breathing,,,,,,,,The shark can breathe only underwater.
remorhaz,special_abilities,Heated Body,Fire,,3d6,,,,,A creature that touches the remorhaz or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.
rhinoceros,special_abilities,Charge,,,,,,,,"If the rhinoceros moves at least 20 ft. straight toward a target and then hits it with a gore attack on the same turn, the target takes an extra 9 (2d8) bludgeoning damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone."
roc,special_abilities,Keen Sight,,,,,,,,The roc has advantage on Wisdom (Perception) checks that rely on sight.
roper,special_abilities,False Appearance,,,,,,,,"While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite."
roper,special_abilities,Grasping Tendrils,,,,,,,,"The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it."
roper,special_abilities,Spider Climb,,,,,,,,"The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check."
rug-of-smothering,special_abilities,Antimagic Susceptibility,,,,,,,,"The rug is incapacitated while in the area of an antimagic field. If targeted by dispel magic, the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute."
rug-of-smothering,special_abilities,Damage Transfer,,,,,,,,"While it is grappling a creature, the rug takes only half the damage dealt to it, and the creature grappled by the rug takes the other half."
rug-of-smothering,special_abilities,False Appearance,,,,,,,,"While the rug remains motionless, it is indistinguishable from a normal rug."
rust-monster,special_abilities,Iron Scent,,,,,,,,"The rust monster can pinpoint, by scent, the location of ferrous metal within 30 feet of it."
rust-monster,special_abilities,Rust Metal,,,,,,,,"Any nonmagical weapon made of metal that hits the rust monster corrodes. After dealing damage, the weapon takes a permanent and cumulative -1 penalty to damage rolls. If its penalty drops to -5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the rust monster is destroyed after dealing damage."
saber-toothed-tiger,special_abilities,Keen Smell,,,,,,,,The tiger has advantage on Wisdom (Perception) checks that rely on smell.
saber-toothed-tiger,special_abilities,Pounce,,,,STR,14.0,,,"If the tiger moves at least 20 ft. straight toward a creature and then hits it with a claw attack on the same turn, that target must succeed on a DC 14 Strength saving throw or be knocked prone. If the target is prone, the tiger can make one bite attack against it as a bonus action."
sahuagin,special_abilities,Blood Frenzy,,,,,,,,The sahuagin has advantage on melee attack rolls against any creature that doesn't have all its hit points.
sahuagin,special_abilities,Limited Amphibiousness,,,,,,,,"The sahuagin can breathe air and water, but it needs to be submerged at least once every 4 hours to avoid suffocating."
sahuagin,special_abilities,Shark Telepathy,,,,,,,,"The sahuagin can magically command any shark within 120 feet of it, using a limited telepathy."
salamander,special_abilities,Heated Body,Fire,,2d6,,,,,A creature that touches the salamander or hits it with a melee attack while within 5 ft. of it takes 7 (2d6) fire damage.
salamander,special_abilities,Heated Weapons,,,,,,,,Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).
satyr,special_abilities,Magic Resistance,,,,,,,,The satyr has advantage on saving throws against spells and other magical effects.
scout,special_abilities,Keen Hearing and Sight,,,,,,,,The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.
sea-hag,special_abilities,Amphibious,,,,,,,,The hag can breathe air and water.
sea-hag,special_abilities,Horrific Appearance,,,,,,,,"Any humanoid that starts its turn within 30 feet of the hag and can see the hag's true form must make a DC 11 Wisdom saving throw. On a failed save, the creature is frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the hag is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the hag's Horrific Appearance for the next 24 hours.
Unless the target is surprised or the revelation of the hag's true form is sudden, the target can avert its eyes and avoid making the initial saving throw. Until the start of its next turn, a creature that averts its eyes has disadvantage on attack rolls against the hag."
sea-horse,special_abilities,Water Breathing,,,,,,,,The sea horse can breathe only underwater.
shadow,special_abilities,Amorphous,,,,,,,,The shadow can move through a space as narrow as 1 inch wide without squeezing.
shadow,special_abilities,Shadow Stealth,,,,,,,,"While in dim light or darkness, the shadow can take the Hide action as a bonus action. Its stealth bonus is also improved to +6."
shadow,special_abilities,Sunlight Weakness,,,,,,,,"While in sunlight, the shadow has disadvantage on attack rolls, ability checks, and saving throws."
shambling-mound,special_abilities,Lightning Absorption,,,,,,,,"Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt."
shield-guardian,special_abilities,Bound,,,,,,,,"The shield guardian is magically bound to an amulet. As long as the guardian and its amulet are on the same plane of existence, the amulet's wearer can telepathically call the guardian to travel to it, and the guardian knows the distance and direction to the amulet. If the guardian is within 60 feet of the amulet's wearer, half of any damage the wearer takes (rounded up) is transferred to the guardian."
shield-guardian,special_abilities,Regeneration,,,,,,,,The shield guardian regains 10 hit points at the start of its turn if it has at least 1 hit. point.
shield-guardian,special_abilities,Spell Storing,,,,,,,,"A spellcaster who wears the shield guardian's amulet can cause the guardian to store one spell of 4th level or lower. To do so, the wearer must cast the spell on the guardian. The spell has no effect but is stored within the guardian. When commanded to do so by the wearer or when a situation arises that was predefined by the spellcaster, the guardian casts the stored spell with any parameters set by the original caster, requiring no components. When the spell is cast or a new spell is stored, any previously stored spell is lost."
shrieker,special_abilities,False Appearance,,,,,,,,"While the shrieker remains motionless, it is indistinguishable from an ordinary fungus."
solar,special_abilities,Angelic Weapons,,,,,,,,"The solar's weapon attacks are magical. When the solar hits with any weapon, the weapon deals an extra 6d8 radiant damage (included in the attack)."
solar,special_abilities,Divine Awareness,,,,,,,,The solar knows if it hears a lie.
solar,special_abilities,Innate Spellcasting,,,,,,,,"The solar's spell casting ability is Charisma (spell save DC 25). It can innately cast the following spells, requiring no material components:
At will: detect evil and good, invisibility (self only)
3/day each: blade barrier, dispel evil and good, resurrection
1/day each: commune, control weather"
solar,special_abilities,Magic Resistance,,,,,,,,The solar has advantage on saving throws against spells and other magical effects.
specter,special_abilities,Incorporeal Movement,,,,,,,,The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.
specter,special_abilities,Sunlight Sensitivity,,,,,,,,"While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight."
spider,special_abilities,Spider Climb,,,,,,,,"The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check."
spider,special_abilities,Web Sense,,,,,,,,"While in contact with a web, the spider knows the exact location of any other creature in contact with the same web."
spider,special_abilities,Web Walker,,,,,,,,The spider ignores movement restrictions caused by webbing.
spirit-naga,special_abilities,Rejuvenation,,,,,,,,"If it dies, the naga returns to life in 1d6 days and regains all its hit points. Only a wish spell can prevent this trait from functioning."
